"cid","cowner","cname","ctype","cnumeric","crequired","cinsdisplaytype","cinsdisplaydata","cinsdisplayinclude","cinsdefaultvalue","cupddisplaytype","cupddisplaydata","cupddisplayinclude","cbackendlist","cdescription","csection"
"ecom_purchords.payterms","SYSTEM","Payment Terms","text","100","0","","","","","SELECT-TABLE","SELECT {COLS} FROM ecom_acctsysterms","ecom:formfield_payterms.php","0","","Purchase Order"
"ecom_purchords.phone","SYSTEM","Telephone Number","text","20","1","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.postalcode","SYSTEM","Zip/Postal Code","text","20","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.purchordtype","SYSTEM","Type","text","32","1","","","","","SELECT-CUSTOM","ecom.purchorddeltype","","1","","Delivery"
"ecom_purchords.rescom","SYSTEM","Residential/Commercial Status","text","5","0","","","","","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","","Dropship Information"
"ecom_purchords.shipmethod","SYSTEM","Delivery Method","text","250","0","","","","","SELECT-CUSTOM","ecom.purchordshipmethod","","0","","Delivery"
"ecom_purchords.stateprov","SYSTEM","State/Province","text","200","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.status","SYSTEM","Status","text","32","1","","","","","SELECT-CUSTOM","ecom.purchordstatus","","1","","Purchase Order"
"ecom_purchords.totalitemrec","SYSTEM","Items Received","text","10","1","","","","","TEXTBOX-REG","","","1","","Item Information"
"ecom_purchords.totalitemreq","SYSTEM","Items Requested","text","10","1","","","","","TEXTBOX-REG","","","1","","Item Information"
"ecom_purchords.totalreq","SYSTEM","Total","text","10","1","","","","","TEXTBOX-REG","","","1","","Item Information"
"ecom_purchords.vendorcachename","SYSTEM","Vendor Cache Name","text","180","1","","","","","","DISPLAY-REG","","0","","Purchase Order"
"ecom_purchords.vendoremailsent","SYSTEM","Email Sent Status","integer","1","1","","","","","HIDDEN-REG","","","0","","Purchase Order"
"ecom_purchords.vendorid","SYSTEM","Vendor","text","180","1","","","","","SELECT-TABLE","SELECT {COLS} FROM ecom_vendors","","1","","Purchase Order"
"ecom_purchords.xmultisite","SYSTEM","MultiSite","text","150","0","","","","","DISPLAY-REG","","","0","","Purchase Order"
"ecom_reviews.email","SYSTEM","Email Address","text","250","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Reviewer email address.","Reviewer Information"
"ecom_reviews.epochreview","SYSTEM","Review Date","text","30","1","DISPLAY-DATE","","","","DISPLAY-DATE","","","1","This is the date and time on which the review was submitted.","Review"
"ecom_reviews.id","SYSTEM","Identifier","text","180","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","This unique review identifier is used within the software to identify this review.","Review"
"ecom_reviews.nickname","SYSTEM","Nickname","text","50","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Reviewer nickname.","Reviewer Information"
"ecom_reviews.prodid","SYSTEM","Product","text","250","1","TEXTBOX-REG","","","0","DISPLAY-REG","","","1","Enter the product offer identifier for the offer associated with this review.","Review"
"ecom_reviews.rating","SYSTEM","Rating - Overall","text","5","1","SELECT-CUSTOM","ecom.reviewsrating","","0","SELECT-CUSTOM","ecom.reviewsrating","","1","This is the overall rating submitted for the item.","Ratings and Reviews"
"ecom_reviews.ratingquality","SYSTEM","Rating - Quality","text","5","1","SELECT-CUSTOM","ecom.reviewsrating","","0","SELECT-CUSTOM","ecom.reviewsrating","","0","This is the quality rating submitted for the item.","Ratings and Reviews"
"ecom_reviews.ratingvalue","SYSTEM","Rating - Value","text","5","1","SELECT-CUSTOM","ecom.reviewsrating","","0","SELECT-CUSTOM","ecom.reviewsrating","","0","This is the value rating submitted for the item.","Ratings and Reviews"
"ecom_reviews.review","SYSTEM","Review - Overall","clob","50","1","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","This is the review submitted for the item.  This review may not contain XHTML.","Ratings and Reviews"
"ecom_reviews.reviewcons","SYSTEM","Review - Cons","text","200","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","This is the review submitted for the item.  This review may not contain XHTML.","Ratings and Reviews"
"ecom_reviews.reviewpros","SYSTEM","Review - Pros","text","200","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","This is the pros submitted for the item.  Pros may not contain XHTML.","Ratings and Reviews"
"ecom_reviews.status","SYSTEM","Status","integer","1","1","SELECT-CUSTOM","ecom.reviewsstatus","","0","SELECT-CUSTOM","ecom.reviewsstatus","","1","This is the status of this review.  Reviews marked as active are shown to users.","Review"
"ecom_reviews.subject","SYSTEM","Subject","text","250","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","Subject of this review.","Review"
"ecom_salecust.id","SYSTEM","Identifier","text","50","1","TEXTBOX-REG","","","","DISPLAY-REG","","","0","This identifier is used within the software to specify this custom sale method.","Custom Sale Method"
"ecom_salecust.incdisp","SYSTEM","Sale Method PHP Content","clob","","1","TEXTAREA-REG","","","","TEXTAREA-REG","","","0","Enter the content for this custom sale method below.  The PHP code in this custom sale method should be based on the includes used by this software.","Custom Sale Method"
"ecom_salecust.name","SYSTEM","Display Name","text","100","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the name for this custom sale method.","Custom Sale Method"
"ecom_shipcust.id","SYSTEM","Identifier","text","50","1","TEXTBOX-REG","","","","DISPLAY-REG","","","0","This identifier is used within the software to specify this custom shipping method.","Custom Shipping Method"
"ecom_shipcust.incdisp","SYSTEM","Shipping Method PHP Content","clob","","1","TEXTAREA-REG","","","","TEXTAREA-REG","","","0","Enter the content for this custom shipping method below. The PHP code in this custom shipping method should be based on the includes used by this software.","Custom Shipping Method"
"ecom_shipcust.name","SYSTEM","Display Name","text","100","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the name for this custom shipping method.","Custom Shipping Method"
"ecom_shiprealtime.active","SYSTEM","Connection Active Status","integer","1","0","","","","","DISPLAY-BOOL","","","1","This indicates whether or not the connection is active for this realtime shipping carrier.  If the connection is not active and you would like to activate it, choose to configure a connection for the carrier.","Realtime Shipping Carrier"
"ecom_shiprealtime.connectkey","SYSTEM","Connection Key","text","250","0","","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_shiprealtime.errordim","SYSTEM","Dimensional Error Notice","clob","","1","","","","","TEXTAREA-SMALL","","","0","This text is used to provide a notice when dimensional errors occur during rate inquiries.  Do not include XHTML tags in this text.","Notices"
"ecom_shiprealtime.errorweight","SYSTEM","Weight Error Notice","clob","","1","","","","","TEXTAREA-SMALL","","","0","This text is used to provide a notice when weight errors occur during rate inquiries.  Do not include XHTML tags in this text.","Notices"
"ecom_shiprealtime.handledisc","SYSTEM","Handling Disclaimer","clob","","1","","","","","TEXTAREA-SMALL","","","0","This text is used to provide a handling disclaimer in rate displays.  Do not include XHTML tags in this text.","Disclaimers"
"ecom_shiprealtime.hasrates","SYSTEM","Carrier Supplies Rates","integer","1","0","","","","","DISPLAY-BOOL","","","0","This indicates whether or not the carrier supplies realtime shipping rates via their connection.","Realtime Shipping Carrier"
"ecom_shiprealtime.hastrack","SYSTEM","Carrier Supplies Tracking","integer","1","0","","","","","DISPLAY-BOOL","","","0","This indicates whether or not the carrier supplies realtime shipment tracking via their connection.","Realtime Shipping Carrier"
"ecom_shiprealtime.id","SYSTEM","Identifier","text","40","1","","","","","DISPLAY-REG","","","0","This identifier is used within the software to specify this realtime shipping carrier.","Realtime Shipping Carrier"
"ecom_shiprealtime.meternumber","SYSTEM","Meter Number","text","250","0","","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_shiprealtime.name","SYSTEM","Display Name","text","40","1","","","","","TEXTBOX-REG","","","1","This is the realtime shipping carrier display name.  It is used in displays to identify the carrier.","Realtime Shipping Carrier"
"ecom_shiprealtime.password","SYSTEM","Connection Password","text","250","0","","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_shiprealtime.ratetext","SYSTEM","Rate Display Text","text","200","1","","","","","TEXTBOX-REG","","","0","This text is used in displays where rate information is returned.","Realtime Shipping Carrier"
"ecom_shiprealtime.rateurl","SYSTEM","Connection Rate URL","text","150","1","","","","","DISPLAY-REG","","","0","This URL is used for rate inquiries.","Connection URLs"
"ecom_shiprealtime.tmimg","SYSTEM","Trademark Image","text","100","1","","","","","FILE-UPLOAD","{PUBLIC}/media/ecom/shiprealtime","","0","This image is used for both rate and tracking displays.","Trademarks"
"ecom_shiprealtime.tmnotice","SYSTEM","Trademark Notice","clob","","1","","","","","TEXTAREA-SMALL","","","0","This text is used to provide a trademark notice in rate and tracking displays.  Do not include XHTML tags in this text.","Trademarks"
"ecom_shiprealtime.trackdisc","SYSTEM","Tracking Disclaimer","clob","","1","","","","","TEXTAREA-SMALL","","","0","This text is used to provide a disclaimer in tracking displays.  Do not include XHTML tags in this text.","Disclaimers"
"ecom_shiprealtime.tracktext","SYSTEM","Tracking Display Text","text","200","1","","","","","TEXTBOX-REG","","","0","This text is used in displays where tracking information is returned.","Realtime Shipping Carrier"
"ecom_shiprealtime.trackurl","SYSTEM","Connection Tracking URL","text","150","1","","","","","DISPLAY-REG","","","0","This URL is used for tracking inquiries.","Connection URLs"
"ecom_shiprealtime.username","SYSTEM","Connection Username","text","250","0","","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_shiprealtimep.active","SYSTEM","Service Active Status","integer","1","0","","","","","SELECT-BOOL","","","1","This indicates whether or not this service will be used to obtain rates for the carrier it is controlled by.","Realtime Shipping Service"
"ecom_shiprealtimep.id","SYSTEM","Identifier","text","180","1","","","","","DISPLAY-REG","","","1","This identifier is used within the software to specify this realtime shipping service.","Realtime Shipping Service"
"ecom_shiprealtimep.mark","SYSTEM","Service Mark","text","50","0","","","","","SELECT-CUSTOM","ecom.shiprealtimepmark","","0","Indicate below which type of service mark should be used when presenting displays for this service.","Realtime Shipping Service"
"ecom_shiprealtimep.name","SYSTEM","Display Name","text","200","1","","","","","TEXTBOX-REG","","","1","This is the realtime shipping service display name.  It is used in displays to identify the service.","Realtime Shipping Service"
"ecom_shiprealtimep.shipper","SYSTEM","Realtime Shipping Carrier","text","40","0","","","","","DISPLAY-REG","","","1","The carrier specified below controls this realtime shipping service.","Realtime Shipping Service"
"ecom_shipzoneprod.addlcost","SYSTEM","Oversize: Charge per Weight Increment","text","20","1","","","","","TEXTBOX-REG","","","0","This weight charge is used to calculate additional charges for oversize packages.  Enter '0.00' to disable oversize packages for this product.","Weight Settings"
"ecom_shipzoneprod.addlincrement","SYSTEM","Oversize: Weight Increment","text","20","1","","","","","TEXTBOX-REG","","","0","This weight increment is used to calculate additional charges for oversize packages.  Enter '0.000' to disable oversize packages for this product.","Weight Settings"
"ecom_shipzoneprod.exclpostalcodes","SYSTEM","Postal Code Exclusion","clob","","0","","","","","TEXTAREA-REG","","","0","Enter a single or comma-delimited list of prefixes for any postal codes that should not be allowed to use this zone based shipping product.  Leave blank to disable postal code exclusion for this product.","Geographic Settings"
"ecom_shipzoneprod.id","SYSTEM","Identifier","text","50","1","","","","","HIDDEN-REG","","","0","This identifier is used within the software to specify this zone based shipping product.","Zone Based Shipping Product"
"ecom_shipzoneprod.product","SYSTEM","Product Name","text","200","1","","","","","TEXTBOX-REG","","","1","This is the name used to identify zone based shipping product.  If a change is made to this value, the same change will need to be made for the zone based shipping rates for this product.","Zone Based Shipping Product"
"ecom_shipzoneprod.status","SYSTEM","Active Status","integer","1","1","","","","","SELECT-BOOL","","","1","This is the status indicator for this zone based shipping product.  Set to true to activate and false to deactivate.","Zone Based Shipping Product"
"ecom_shipzoneprod.sysdimension","SYSTEM","Dimensional Unit","text","50","1","","","","","SELECT-CUSTOM","core.dimensions","","0","Select the dimensional unit used by this zone based shipping product.  All dimensions (length, width and height) entered should be made in this dimensional unit.  Dimensional conversions are done based on this unit selection to accurately retrieve zone based shipping rates.","Measurement Settings"
