Status,Product,Option,"Website code (old)","Your SKU / Resolution",Price,"What we did / what we need from you"
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Indoor Fine Brushed Silver","or 1370mm wide — full 45.7 mtr roll",S6501-sz13,"65011370 / 65011220 / 6501610",506.36,"You listed more than one Sage code here (""65011370 / 65011220 / 6501610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Silver","or 1370mm wide — part roll - price per mtr",S6501-sz12,,12.58,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Silver","Size / Format — full 45.7 mtr roll",S6501-sz11,,226.22,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Silver","Size / Format — part roll - price per mtr",S6501-sz10,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NOT APPLIED - CANNOT FIND PRODUCT","VinylEfx Indoor Florentine Gold Leaf","Size / Format — full 45.7 mtr roll",S4402-sz11,4402610,226.22,"You gave Sage code ""4402610"", but we could not find a live item on the site with the old code ""S4402-sz11"" (it may have been renamed or restructured since the export). Please confirm this product still exists."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Florentine Gold Leaf","Size / Format — part roll - price per mtr",S4402-sz10,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Indoor Smooth Gold","or 1220mm wide — full 45.7 mtr roll",3102-sz04,"31021370 / 31021220 / 3102610",452.43,"You listed more than one Sage code here (""31021370 / 31021220 / 3102610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Gold","or 1370mm wide — full 45.7 mtr roll",3102-sz06,,506.36,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Gold","Size / Format — full 45.7 mtr roll",3102-sz02,,226.22,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Gold","Size / Format — part roll - price per mtr",3102-sz01,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Indoor Smooth Rose Gold","or 1220mm wide — full 45.7 mtr roll",S3162-sz13,"31621220 / 3162610",452.43,"You listed more than one Sage code here (""31621220 / 3162610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Rose Gold","or 1220mm wide — part roll - per mtr",S3162-sz12,,11.24,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Rose Gold","Size / Format — full 45.7 mtr roll",S3162-sz11,,226.22,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Rose Gold","Size / Format — part roll - price per mtr",S3162-sz10,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Indoor Smooth Silver","or 1220mm wide — full 45.7 mtr roll",3101-sz04,"31011370 / 31011220 / 3101610",452.43,"You listed more than one Sage code here (""31011370 / 31011220 / 3101610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Silver","or 1370mm wide — full 45.7 mtr roll",3101-sz06,,506.36,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Silver","Size / Format — full 45.7 mtr roll",3101-sz02,,226.22,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Smooth Silver","Size / Format — part roll - price per mtr",3101-sz01,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NOT APPLIED - CANNOT FIND PRODUCT","VinylEfx Outdoor Diamond Plate Silver","full 45.7 mtr roll",EK301-sz02,K301D610,456.09,"You gave Sage code ""K301D610"", but we could not find a live item on the site with the old code ""EK301-sz02"" (it may have been renamed or restructured since the export). Please confirm this product still exists."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Diamond Plate Silver","part roll - price per mtr",EK301-sz01,,11.34,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Outdoor Fine Brushed Gold","or 1220mm wide — full 45.7 mtr roll",E6502-sz04,"6502D1220 / 6502D610",912.17,"You listed more than one Sage code here (""6502D1220 / 6502D610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Fine Brushed Gold","or 1220mm wide — part roll - per mtr",E6502-sz03,,22.68,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Fine Brushed Gold","Size / Format — full 45.7 mtr roll",E6502-sz02,,456.09,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Fine Brushed Gold","Size / Format — part roll - price per mtr",E6502-sz01,,11.34,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Outdoor Fine Brushed Silver","or 1220mm wide — full 45.7 mtr roll",E6501-sz04,"6501D1220 / 6501D610",912.17,"You listed more than one Sage code here (""6501D1220 / 6501D610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Fine Brushed Silver","or 1220mm wide — part roll - per mtr",E6501-sz03,,22.68,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Fine Brushed Silver","Size / Format — full 45.7 mtr roll",E6501-sz02,,456.09,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Fine Brushed Silver","Size / Format — part roll - price per mtr",E6501-sz01,,11.34,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NOT APPLIED - CANNOT FIND PRODUCT","VinylEfx Outdoor Florentine Gold","full 45.7 mtr roll",E4402-sz02,4402D610,456.09,"You gave Sage code ""4402D610"", but we could not find a live item on the site with the old code ""E4402-sz02"" (it may have been renamed or restructured since the export). Please confirm this product still exists."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Florentine Gold","part roll - price per mtr",E4402-sz01,,11.34,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Outdoor Smooth Gold","or 1220mm wide — full 45.7 mtr roll",E3102-sz02,"3102D1220 / 3102D610",912.17,"You listed more than one Sage code here (""3102D1220 / 3102D610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Smooth Gold","or 1220mm wide — part roll - per mtr",E3102-sz01,,22.68,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Smooth Gold","Size / Format — full 45.7 mtr roll",E3102-sz04,,456.09,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Outdoor Smooth Gold","Size / Format — part roll - price per mtr",E3102-sz03,,11.34,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"DONE - REMOVED FROM SITE","W7 Red Brick","full roll - 1220mm x 50 mtr","Cover Styl' W7-sz02",,1496.25,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","W7 Red Brick","part roll - price per mtr at 1220mm","Cover Styl' W7-sz01",,33.25,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - SAGE CODE APPLIED","White Engineer Grade Reflective",,5510-010,5.510010122E10,18.58,"SKU on the site changed from ""5510-010"" to your Sage code ""5.510010122E10"". No further action needed."
"DONE - SAGE CODE APPLIED","White Flock Heat Transfer Vinyl",,1,7501500,11.56,"SKU on the site changed from ""1"" to your Sage code ""7501500"". No further action needed."
"DONE - SAGE CODE APPLIED","White Power Tabs",,21005,POW2,31.14,"SKU on the site changed from ""21005"" to your Sage code ""POW2"". No further action needed."
"NOT APPLIED - PRODUCT REMOVED","White Static Cling Vinyl  :: 685mm Width",,White_Static_Cling_0685,4520685,2.18,"You gave the Sage code ""4520685"", but this product/option is no longer live on the site (it was removed in an earlier round). Please confirm whether it should be reinstated with this code, or stay removed."
"NOT APPLIED - PRODUCT REMOVED","White Static Cling Vinyl :: 1370mm Width",,White_Static_Cling_1370,4.520137E7,4.36,"You gave the Sage code ""4.520137E7"", but this product/option is no longer live on the site (it was removed in an earlier round). Please confirm whether it should be reinstated with this code, or stay removed."
"DONE - SAGE CODE APPLIED","Yellow Flock Heat Transfer Vinyl",,110,7550500,11.56,"SKU on the site changed from ""110"" to your Sage code ""7550500"". No further action needed."
"NEEDS DECISION - MULTIPLE CODES","Yellow Fluorescent","or 1260mm wide — full 50 mtr roll",7510-sz04,"ORA75101220 / ORA7510610",1343.5,"You listed more than one Sage code here (""ORA75101220 / ORA7510610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Yellow Fluorescent","or 1260mm wide — part roll - price per mtr",7510-sz03,,29.86,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Yellow Fluorescent","Size / Format — full 50 mtr roll",7510-sz02,,671.75,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Yellow Fluorescent","Size / Format — part roll - price per mtr",7510-sz01,,14.93,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz01,,3.54,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz02,,5.73,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz03,,7.98,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz04,,8.19,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz05,,40.95,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz06,,11.4,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz07,,57.0,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz08,,18.24,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Yellow Glitter",,GL6-sz09,,91.2,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"FYI - CODE ALREADY ON THE PRODUCT","Yellow Glitter","1220mm wide — per 30 metre roll",GL6-sz11,GL6,987.0,"Sage code ""GL6"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"NEEDS DECISION - NOT A SAGE CODE","Yellow Glitter","1220mm wide — per metre",GL6-sz10,"Q DISC FOR 30",34.64,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 30""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"MISSING FROM SHEET - NO SKU ON SITE","ASLAN SE71 Aurora Opaque Dichroic Film",,(none),,,"This item is live on the site with no SKU at all and we could not match it to a single line in your sheet. Please confirm the Sage code for it."
"MISSING FROM SHEET - NO SKU ON SITE","ASLAN SE71 Alpha Opaque Dichroic Film",,(none),,,"This item is live on the site with no SKU at all and we could not match it to a single line in your sheet. Please confirm the Sage code for it."
"MISSING FROM SHEET - NO SKU ON SITE","Orajet 3268 Ultra Removable Matt Vinyl",,(none),,,"This item is live on the site with no SKU at all and we could not match it to a single line in your sheet. Please confirm the Sage code for it."
